account_id,step,day,profile,is_at_risk,hour_of_day,is_night,night_ratio_7d,night_ratio_14d,temporal_shift,amount,amount_log,amount_vs_avg_7d,total_amount_7d,tx_count_24h,tx_count_7d,burst_score,unique_recv_7d,unique_recv_24h,qris_ratio_7d,channel,drain_cycle_flag,dormant_flag,is_gambling
AUG_0322,400,16,escalating,1,16,0,0.2778,0.2581,0.047,11655.0,9.3636,0.4727,443771.0,2,18,0.7778,4,2,0.2778,ewallet,0,0,1
AUG_0322,410,17,escalating,1,2,1,0.2353,0.2581,-0.0504,10868.0,9.2937,0.5658,326526.0,2,17,0.8235,4,2,0.2353,ewallet,0,0,1
AUG_0322,420,17,escalating,1,12,0,0.3125,0.2812,0.0625,12356.0,9.422,0.705,280419.0,2,16,0.875,4,2,0.25,qris,0,0,1
AUG_0322,430,17,escalating,1,22,1,0.3125,0.2727,0.0772,9775.0,9.1877,0.7239,216054.0,2,16,0.875,3,2,0.3125,ewallet,0,0,1
AUG_0322,440,18,escalating,1,8,0,0.375,0.2941,0.1528,8559.0,9.0549,0.6422,213252.0,2,16,0.875,3,2,0.3125,ewallet,0,0,1
AUG_0322,450,18,escalating,1,18,0,0.375,0.2941,0.1528,20692.0,9.9376,1.5627,211865.0,2,16,0.875,3,2,0.3125,transfer,0,0,1
AUG_0322,460,19,escalating,1,4,1,0.3125,0.2647,0.0903,10904.0,9.297,0.8334,209338.0,2,16,0.875,3,2,0.25,ewallet,0,0,1
AUG_0322,470,19,escalating,1,14,0,0.375,0.2941,0.1528,14992.0,9.6153,1.1718,204705.0,2,16,0.875,3,2,0.25,qris,0,0,1
AUG_0322,480,20,escalating,1,0,1,0.3125,0.2941,0.0347,8810.0,9.0838,0.6678,211072.0,2,16,0.875,3,2,0.25,ewallet,0,0,1
AUG_0322,490,20,escalating,1,10,0,0.375,0.3143,0.1118,10316.0,9.2415,0.8169,202042.0,2,16,0.875,3,2,0.25,ewallet,0,0,1
AUG_0322,500,20,escalating,1,20,0,0.375,0.3143,0.1118,17694.0,9.781,1.3924,203328.0,2,16,0.875,3,2,0.25,transfer,0,0,1
AUG_0322,510,21,escalating,1,6,0,0.3125,0.3056,0.0125,9636.0,9.1734,0.7512,205241.0,2,16,0.875,3,2,0.25,ewallet,0,0,1
AUG_0322,520,21,escalating,1,16,0,0.3125,0.2973,0.0268,10652.0,9.2736,0.8324,204759.0,2,16,0.875,3,2,0.1875,ewallet,0,0,1
AUG_0322,530,22,escalating,1,2,1,0.25,0.2703,-0.0357,22472.0,10.0201,1.7483,205658.0,2,16,0.875,3,2,0.1875,transfer,0,0,1
AUG_0322,540,22,escalating,1,12,0,0.3125,0.2973,0.0268,9358.0,9.1441,0.7339,204008.0,2,16,0.875,3,1,0.125,ewallet,0,0,1
AUG_0323,1,0,escalating,1,1,1,0.0,0.0,0.0,145534.0,11.8882,1.0,0.0,0,0,0.0,0,0,0.0,ewallet,0,0,0
AUG_0323,1,0,escalating,1,1,1,0.0,0.0,0.0,225854.0,12.3276,1.0,0.0,0,0,0.0,0,0,0.0,transfer,0,0,0
AUG_0323,1,0,escalating,1,1,1,0.0,0.0,0.0,54796.0,10.9114,1.0,0.0,0,0,0.0,0,0,0.0,qris,0,0,0
AUG_0323,2,0,escalating,1,2,1,1.0,1.0,1.0,358975.0,12.791,2.5269,426184.0,3,3,7.0,2,2,0.3333,ewallet,0,0,0
AUG_0323,20,0,escalating,1,20,0,1.0,1.0,1.0,93632.0,11.4471,0.477,785159.0,4,4,7.0,2,2,0.25,transfer,0,0,0
AUG_0323,30,1,escalating,1,6,0,0.8,0.8,0.8,207280.0,12.2418,1.1793,878791.0,1,5,1.4,2,1,0.2,qris,0,0,0
AUG_0323,45,1,escalating,1,21,0,0.6667,0.6667,0.6667,130574.0,11.7797,0.7214,1086071.0,1,6,1.1667,2,1,0.3333,ewallet,0,0,0
AUG_0323,70,2,escalating,1,22,1,0.5714,0.5714,0.5714,195027.0,12.1809,1.1221,1216645.0,0,7,0.0,2,0,0.2857,transfer,0,0,0
AUG_0323,110,4,escalating,1,14,0,0.625,0.625,0.625,59839.0,10.9994,0.3391,1411672.0,0,8,0.0,2,0,0.25,qris,0,0,0
AUG_0323,125,5,escalating,1,5,0,0.5556,0.5556,0.5556,282466.0,12.5513,1.7276,1471511.0,1,9,0.7778,2,1,0.3333,ewallet,0,0,0
AUG_0323,135,5,escalating,1,15,0,0.5,0.5,0.5,85035.0,11.3508,0.4848,1753977.0,1,10,0.7,2,1,0.3,transfer,0,0,0
AUG_0323,140,5,escalating,1,20,0,0.4545,0.4545,0.4545,58618.0,10.9788,0.3506,1839012.0,2,11,1.2727,2,2,0.2727,ewallet,0,0,0
AUG_0323,165,6,escalating,1,21,0,0.4167,0.4167,0.4167,67602.0,11.1214,0.4275,1897630.0,0,12,0.0,2,0,0.25,qris,0,0,0
AUG_0323,195,8,escalating,1,3,1,0.125,0.3846,-0.675,21014.0,9.953,0.1547,1086441.0,0,8,0.0,2,0,0.375,ewallet,0,0,1
AUG_0323,205,8,escalating,1,13,0,0.25,0.4286,-0.4167,33639.0,10.4235,0.299,900175.0,1,8,0.875,3,1,0.25,transfer,0,0,1
AUG_0323,210,8,escalating,1,18,0,0.2222,0.4,-0.4444,52355.0,10.8658,0.5046,933814.0,2,9,1.5556,3,1,0.2222,qris,0,0,0
AUG_0323,215,8,escalating,1,23,1,0.2222,0.375,-0.3492,23674.0,10.0722,0.249,855595.0,3,9,2.3333,3,2,0.3333,ewallet,0,0,1
AUG_0323,225,9,escalating,1,9,0,0.3,0.4118,-0.2714,27664.0,10.2279,0.3146,879269.0,3,10,2.1,3,2,0.3,transfer,0,0,1
AUG_0323,230,9,escalating,1,14,0,0.2727,0.3889,-0.2987,73232.0,11.2014,0.8882,906933.0,3,11,1.9091,3,2,0.2727,ewallet,0,0,0
AUG_0323,235,9,escalating,1,19,0,0.25,0.3684,-0.3214,22109.0,10.0038,0.2707,980165.0,3,12,1.75,3,2,0.25,ewallet,0,0,1
AUG_0323,240,10,escalating,1,0,1,0.1667,0.35,-0.4583,67457.0,11.1193,1.0028,807247.0,3,12,1.75,3,2,0.25,qris,0,0,0
AUG_0323,245,10,escalating,1,5,0,0.2308,0.381,-0.3942,46915.0,10.7561,0.6973,874704.0,4,13,2.1538,3,2,0.3077,transfer,0,0,1
AUG_0323,250,10,escalating,1,10,0,0.2143,0.3636,-0.4107,20636.0,9.9348,0.3135,921619.0,4,14,2.0,3,2,0.2857,ewallet,0,0,1
AUG_0323,255,10,escalating,1,15,0,0.2,0.3478,-0.425,34285.0,10.4425,0.5458,942255.0,4,15,1.8667,3,2,0.2667,transfer,0,0,1
AUG_0323,265,11,escalating,1,1,1,0.1875,0.3333,-0.4375,64263.0,11.0708,1.0529,976540.0,3,16,1.3125,3,1,0.25,ewallet,0,0,0
AUG_0323,275,11,escalating,1,11,0,0.2353,0.36,-0.3897,14464.0,9.5795,0.2362,1040803.0,2,17,0.8235,3,2,0.2353,ewallet,0,0,1
AUG_0323,285,11,escalating,1,21,0,0.2353,0.3462,-0.3203,8511.0,9.0492,0.1454,995428.0,2,17,0.8235,3,2,0.1765,transfer,0,0,1
AUG_0323,295,12,escalating,1,7,0,0.2353,0.3333,-0.2647,23696.0,10.0731,0.5583,721473.0,2,17,0.8235,3,1,0.1765,ewallet,0,0,1
AUG_0323,305,12,escalating,1,17,0,0.2353,0.3214,-0.2193,16717.0,9.7242,0.4305,660134.0,2,17,0.8235,3,2,0.1765,transfer,0,0,1
AUG_0323,315,13,escalating,1,3,1,0.2353,0.3103,-0.1814,9379.0,9.1463,0.2579,618233.0,2,17,0.8235,3,2,0.1765,ewallet,0,0,1
AUG_0323,325,13,escalating,1,13,0,0.2778,0.3333,-0.1389,22930.0,10.0402,0.6576,627612.0,2,18,0.7778,3,1,0.1667,transfer,0,0,1
AUG_0323,335,13,escalating,1,23,1,0.2778,0.3226,-0.1068,10149.0,9.2252,0.3134,582940.0,2,18,0.7778,4,2,0.1111,ewallet,0,0,1
AUG_0323,345,14,escalating,1,9,0,0.3158,0.25,0.2047,12479.0,9.4319,0.3998,593089.0,2,19,0.7368,4,2,0.1053,transfer,0,0,1
AUG_0323,355,14,escalating,1,19,0,0.3,0.2414,0.1889,9041.0,9.1096,0.2986,605568.0,2,20,0.7,4,2,0.1,ewallet,0,0,1
AUG_0323,365,15,escalating,1,5,0,0.25,0.2414,0.0278,11313.0,9.3338,0.3812,593595.0,2,20,0.7,4,2,0.1,ewallet,0,0,1
AUG_0323,375,15,escalating,1,15,0,0.25,0.2414,0.0278,27168.0,10.2098,0.9511,571269.0,2,20,0.7,4,2,0.1,qris,0,0,1
AUG_0323,385,16,escalating,1,1,1,0.2105,0.2414,-0.0895,9940.0,9.2044,0.3615,522408.0,2,19,0.7368,4,2,0.1053,ewallet,0,0,1
AUG_0323,395,16,escalating,1,11,0,0.2632,0.2667,-0.0096,13676.0,9.5235,0.5149,504684.0,2,19,0.7368,4,2,0.1053,transfer,0,0,1
AUG_0323,405,16,escalating,1,21,0,0.2778,0.2581,0.047,8218.0,9.0142,0.3497,423019.0,2,18,0.7778,4,2,0.1111,qris,0,0,1
AUG_0323,415,17,escalating,1,7,0,0.2353,0.2258,0.021,11999.0,9.3927,0.6438,316865.0,2,17,0.8235,4,2,0.1176,ewallet,0,0,1
AUG_0323,425,17,escalating,1,17,0,0.25,0.2188,0.0625,14149.0,9.5575,0.8264,273943.0,2,16,0.875,4,2,0.125,qris,0,0,1
AUG_0323,435,18,escalating,1,3,1,0.1875,0.2121,-0.0478,10779.0,9.2854,0.7705,223829.0,2,16,0.875,3,2,0.1875,ewallet,0,0,1
AUG_0323,445,18,escalating,1,13,0,0.25,0.2353,0.0278,10055.0,9.2159,0.7308,220144.0,2,16,0.875,3,2,0.1875,ewallet,0,0,1
AUG_0323,455,18,escalating,1,23,1,0.25,0.2353,0.0278,17571.0,9.7741,1.2682,221688.0,2,16,0.875,3,2,0.1875,transfer,0,0,1
AUG_0323,465,19,escalating,1,9,0,0.3125,0.2647,0.0903,8782.0,9.0806,0.6518,215563.0,2,16,0.875,3,2,0.1875,ewallet,0,0,1
AUG_0323,475,19,escalating,1,19,0,0.3125,0.2647,0.0903,12101.0,9.4011,0.9325,207628.0,2,16,0.875,3,2,0.1875,qris,0,0,1
AUG_0323,485,20,escalating,1,5,0,0.25,0.2647,-0.0278,11627.0,9.3612,0.8844,210350.0,2,16,0.875,3,2,0.25,ewallet,0,0,1
AUG_0323,495,20,escalating,1,15,0,0.25,0.2571,-0.0132,8779.0,9.0802,0.7057,199047.0,2,16,0.875,3,2,0.25,ewallet,0,0,1
AUG_0323,505,21,escalating,1,1,1,0.1875,0.2571,-0.1283,12218.0,9.4107,0.9889,197677.0,2,16,0.875,3,2,0.25,transfer,0,0,1
AUG_0323,515,21,escalating,1,11,0,0.25,0.2778,-0.05,10476.0,9.2569,0.849,197416.0,2,16,0.875,3,2,0.25,ewallet,0,0,1
AUG_0323,525,21,escalating,1,21,0,0.25,0.2703,-0.0357,8646.0,9.065,0.6957,198851.0,2,16,0.875,3,2,0.25,ewallet,0,0,1
AUG_0323,535,22,escalating,1,7,0,0.25,0.2432,0.0119,21566.0,9.9789,1.7588,196184.0,2,16,0.875,3,2,0.25,transfer,0,0,1
AUG_0323,545,22,escalating,1,17,0,0.25,0.2432,0.0119,8322.0,9.0268,0.6987,190582.0,2,16,0.875,3,2,0.1875,ewallet,0,0,1
AUG_0324,2,0,escalating,1,2,1,0.0,0.0,0.0,159437.0,11.9794,1.0,0.0,0,0,0.0,0,0,0.0,ewallet,0,0,0
AUG_0324,4,0,escalating,1,4,1,1.0,1.0,1.0,172827.0,12.0601,1.084,159437.0,1,1,7.0,1,1,0.0,transfer,0,0,0
AUG_0324,6,0,escalating,1,6,0,1.0,1.0,1.0,41738.0,10.6392,0.2512,332264.0,2,2,7.0,2,2,0.0,qris,0,0,0
AUG_0324,8,0,escalating,1,8,0,0.6667,0.6667,0.6667,300742.0,12.614,2.4124,374002.0,3,3,7.0,2,2,0.3333,ewallet,0,0,0
AUG_0324,26,1,escalating,1,2,1,0.5,0.5,0.5,106503.0,11.5759,0.6314,674744.0,4,4,7.0,2,2,0.25,transfer,0,0,0
AUG_0324,36,1,escalating,1,12,0,0.6,0.6,0.6,230365.0,12.3474,1.4743,781247.0,1,5,1.4,2,1,0.2,qris,0,0,0
AUG_0324,51,2,escalating,1,3,1,0.5,0.5,0.5,124112.0,11.7289,0.7361,1011612.0,1,6,1.1667,2,1,0.3333,ewallet,0,0,0
AUG_0324,76,3,escalating,1,4,1,0.5714,0.5714,0.5714,236695.0,12.3745,1.4589,1135724.0,0,7,0.0,2,0,0.2857,transfer,0,0,0
AUG_0324,116,4,escalating,1,20,0,0.625,0.625,0.625,55763.0,10.9289,0.325,1372419.0,0,8,0.0,2,0,0.25,qris,0,0,0
AUG_0324,131,5,escalating,1,11,0,0.5556,0.5556,0.5556,331885.0,12.7125,2.0914,1428182.0,1,9,0.7778,2,1,0.3333,ewallet,0,0,0
AUG_0324,141,5,escalating,1,21,0,0.5,0.5,0.5,94218.0,11.4534,0.5353,1760067.0,1,10,0.7,2,1,0.3,transfer,0,0,0
AUG_0324,146,6,escalating,1,2,1,0.4545,0.4545,0.4545,49226.0,10.8042,0.292,1854285.0,2,11,1.2727,2,2,0.2727,ewallet,0,0,0
AUG_0324,171,7,escalating,1,3,1,0.4545,0.5,-0.5455,74427.0,11.2176,0.4694,1744074.0,0,11,0.0,2,0,0.2727,qris,0,0,0
AUG_0324,201,8,escalating,1,9,0,0.5,0.5385,-0.1,18958.0,9.85,0.1267,1196691.0,0,8,0.0,2,0,0.375,qris,0,0,1
AUG_0324,211,8,escalating,1,19,0,0.5,0.5,0.0,33951.0,10.4327,0.2757,985284.0,1,8,0.875,3,1,0.375,transfer,0,0,1
AUG_0324,216,9,escalating,1,0,1,0.4444,0.4667,-0.0556,53216.0,10.8821,0.4699,1019235.0,2,9,1.5556,3,1,0.3333,qris,0,0,0
AUG_0324,221,9,escalating,1,5,0,0.4444,0.5,-0.127,21039.0,9.9542,0.1997,948339.0,3,9,2.3333,3,2,0.4444,ewallet,0,0,1
AUG_0324,231,9,escalating,1,15,0,0.4,0.4706,-0.1714,26250.0,10.1755,0.2708,969378.0,3,10,2.1,3,2,0.4,transfer,0,0,1
AUG_0324,236,9,escalating,1,20,0,0.3636,0.4444,-0.2078,82863.0,11.325,0.9155,995628.0,3,11,1.9091,3,2,0.3636,ewallet,0,0,0
AUG_0324,241,10,escalating,1,1,1,0.3333,0.4211,-0.2381,23410.0,10.061,0.2605,1078491.0,3,12,1.75,3,2,0.3333,ewallet,0,0,1
AUG_0324,246,10,escalating,1,6,0,0.3333,0.45,-0.2917,85879.0,11.3607,1.1911,865206.0,3,12,1.75,3,2,0.3333,qris,0,0,0
AUG_0324,251,10,escalating,1,11,0,0.3077,0.4286,-0.3173,42488.0,10.657,0.5808,951085.0,4,13,2.1538,3,2,0.3846,transfer,0,0,1
AUG_0324,256,10,escalating,1,16,0,0.2857,0.4091,-0.3393,21456.0,9.9738,0.3023,993573.0,4,14,2.0,3,2,0.3571,ewallet,0,0,1
AUG_0324,261,10,escalating,1,21,0,0.2667,0.3913,-0.3583,28393.0,10.2539,0.4196,1015029.0,4,15,1.8667,3,2,0.3333,transfer,0,0,1
AUG_0324,271,11,escalating,1,7,0,0.25,0.375,-0.375,75651.0,11.2339,1.16,1043422.0,3,16,1.3125,3,1,0.3125,ewallet,0,0,0
AUG_0324,281,11,escalating,1,17,0,0.2353,0.36,-0.3897,16304.0,9.6992,0.2477,1119073.0,2,17,0.8235,3,2,0.2941,ewallet,0,0,1
AUG_0324,291,12,escalating,1,3,1,0.2353,0.3462,-0.3203,10414.0,9.251,0.164,1079614.0,2,17,0.8235,3,2,0.2353,transfer,0,0,1
AUG_0324,301,12,escalating,1,13,0,0.2941,0.3704,-0.2059,23787.0,10.0769,0.5334,758143.0,2,17,0.8235,3,1,0.2353,ewallet,0,0,1
AUG_0324,311,12,escalating,1,23,1,0.2941,0.3571,-0.1604,13468.0,9.5081,0.3329,687712.0,2,17,0.8235,3,2,0.2353,transfer,0,0,1
AUG_0324,321,13,escalating,1,9,0,0.2941,0.3793,-0.2059,10884.0,9.2951,0.2838,651954.0,2,17,0.8235,3,2,0.2353,ewallet,0,0,1
AUG_0324,331,13,escalating,1,19,0,0.2778,0.3667,-0.2222,18331.0,9.8164,0.4978,662838.0,2,18,0.7778,3,2,0.2222,transfer,0,0,1
AUG_0324,341,14,escalating,1,5,0,0.2222,0.3103,-0.2323,9631.0,9.1728,0.2857,606742.0,2,18,0.7778,4,2,0.1667,ewallet,0,0,1
AUG_0324,351,14,escalating,1,15,0,0.2105,0.3214,-0.345,16923.0,9.7365,0.5217,616373.0,2,19,0.7368,4,2,0.1579,transfer,0,0,1
AUG_0324,361,15,escalating,1,1,1,0.2,0.3103,-0.3556,10299.0,9.2399,0.3253,633296.0,2,20,0.7,4,1,0.15,ewallet,0,0,1
AUG_0324,371,15,escalating,1,11,0,0.25,0.3103,-0.1944,11814.0,9.3771,0.3783,624637.0,2,20,0.7,4,1,0.1,ewallet,0,0,1
AUG_0324,381,15,escalating,1,21,0,0.25,0.3103,-0.1944,25572.0,10.1493,0.8489,602500.0,2,20,0.7,4,2,0.1,qris,0,0,1
AUG_0324,391,16,escalating,1,7,0,0.2105,0.2759,-0.1895,11020.0,9.3076,0.3781,553817.0,2,19,0.7368,4,2,0.1053,ewallet,0,0,1
AUG_0324,401,16,escalating,1,17,0,0.2105,0.2667,-0.1531,12701.0,9.4495,0.4481,538587.0,2,19,0.7368,4,2,0.1053,transfer,0,0,1
AUG_0324,411,17,escalating,1,3,1,0.1667,0.2581,-0.2179,11375.0,9.3393,0.4601,445015.0,2,18,0.7778,4,2,0.1111,qris,0,0,1
AUG_0324,421,17,escalating,1,13,0,0.2353,0.2581,-0.0504,10249.0,9.235,0.5312,328023.0,2,17,0.8235,4,2,0.1176,ewallet,0,0,1
AUG_0324,431,17,escalating,1,23,1,0.25,0.25,0.0,12928.0,9.4672,0.7172,288423.0,2,16,0.875,4,2,0.125,qris,0,0,1
AUG_0324,441,18,escalating,1,9,0,0.3125,0.2727,0.0772,8237.0,9.0165,0.5839,225700.0,2,16,0.875,3,2,0.1875,ewallet,0,0,1
AUG_0324,451,18,escalating,1,19,0,0.3125,0.2647,0.0903,8200.0,9.012,0.6028,217633.0,2,16,0.875,3,2,0.1875,qris,0,0,1
AUG_0324,461,19,escalating,1,5,0,0.25,0.2647,-0.0278,16762.0,9.7269,1.245,215419.0,2,16,0.875,3,2,0.25,transfer,0,0,1
AUG_0324,471,19,escalating,1,15,0,0.25,0.2647,-0.0278,11310.0,9.3335,0.8684,208394.0,2,16,0.875,3,2,0.25,qris,0,0,1
AUG_0324,481,20,escalating,1,1,1,0.1875,0.2647,-0.1458,13710.0,9.526,1.0636,206236.0,2,16,0.875,3,2,0.3125,qris,0,0,1
AUG_0324,491,20,escalating,1,11,0,0.25,0.2647,-0.0278,8959.0,9.1005,0.6857,209062.0,2,16,0.875,3,2,0.375,ewallet,0,0,1
AUG_0324,501,20,escalating,1,21,0,0.25,0.2571,-0.0132,11038.0,9.3092,0.8844,199690.0,2,16,0.875,3,2,0.375,ewallet,0,0,1
AUG_0324,511,21,escalating,1,7,0,0.25,0.2286,0.0395,16358.0,9.7025,1.3015,201097.0,2,16,0.875,3,2,0.375,transfer,0,0,1
AUG_0324,521,21,escalating,1,17,0,0.25,0.2222,0.05,11441.0,9.345,0.9129,200532.0,2,16,0.875,3,2,0.375,ewallet,0,0,1
AUG_0324,531,22,escalating,1,3,1,0.1875,0.2162,-0.0506,9543.0,9.1637,0.7571,201674.0,2,16,0.875,3,2,0.375,ewallet,0,0,1
AUG_0324,541,22,escalating,1,13,0,0.25,0.2432,0.0119,22836.0,10.0361,1.8323,199403.0,2,16,0.875,3,2,0.375,transfer,0,0,1
AUG_0324,551,22,escalating,1,23,1,0.25,0.2432,0.0119,8018.0,8.9896,0.6523,196667.0,2,16,0.875,3,2,0.3125,qris,0,0,1
AUG_0325,7,0,escalating,1,7,0,0.0,0.0,0.0,156298.0,11.9595,1.0,0.0,0,0,0.0,0,0,0.0,ewallet,0,0,0
AUG_0325,9,0,escalating,1,9,0,0.0,0.0,0.0,196588.0,12.1889,1.2578,156298.0,1,1,7.0,1,1,0.0,transfer,0,0,0
AUG_0325,11,0,escalating,1,11,0,0.0,0.0,0.0,56776.0,10.9469,0.3218,352886.0,2,2,7.0,2,2,0.0,qris,0,0,0
AUG_0325,13,0,escalating,1,13,0,0.0,0.0,0.0,241436.0,12.3944,1.7681,409662.0,3,3,7.0,2,2,0.3333,ewallet,0,0,0
AUG_0325,31,1,escalating,1,7,0,0.0,0.0,0.0,88851.0,11.3947,0.5459,651098.0,4,4,7.0,2,2,0.25,transfer,0,0,0
AUG_0325,41,1,escalating,1,17,0,0.0,0.0,0.0,265029.0,12.4876,1.7909,739949.0,1,5,1.4,2,1,0.2,qris,0,0,0
AUG_0325,56,2,escalating,1,8,0,0.0,0.0,0.0,131207.0,11.7845,0.7833,1004978.0,1,6,1.1667,2,1,0.3333,ewallet,0,0,0
AUG_0325,81,3,escalating,1,9,0,0.0,0.0,0.0,211734.0,12.2631,1.3045,1136185.0,0,7,0.0,2,0,0.2857,transfer,0,0,0
AUG_0325,121,5,escalating,1,1,1,0.0,0.0,0.0,54987.0,10.9149,0.3264,1347919.0,0,8,0.0,2,0,0.25,qris,0,0,0
AUG_0325,136,5,escalating,1,16,0,0.1111,0.1111,0.1111,264008.0,12.4837,1.6937,1402906.0,1,9,0.7778,2,1,0.3333,ewallet,0,0,0
AUG_0325,146,6,escalating,1,2,1,0.1,0.1,0.1,68973.0,11.1415,0.4138,1666914.0,1,10,0.7,2,1,0.3,transfer,0,0,0
AUG_0325,151,6,escalating,1,7,0,0.1818,0.1818,0.1818,51498.0,10.8493,0.3263,1735887.0,2,11,1.2727,2,2,0.2727,ewallet,0,0,0
AUG_0325,176,7,escalating,1,8,0,0.1818,0.1667,0.1818,77980.0,11.2642,0.5259,1631087.0,0,11,0.0,2,0,0.2727,qris,0,0,0
AUG_0325,206,8,escalating,1,14,0,0.25,0.1538,0.25,20655.0,9.9358,0.1468,1125416.0,0,8,0.0,2,0,0.375,ewallet,0,0,1
AUG_0325,216,9,escalating,1,0,1,0.25,0.1429,0.25,27728.0,10.2302,0.2518,881042.0,1,8,0.875,3,1,0.25,transfer,0,0,1
AUG_0325,221,9,escalating,1,5,0,0.3333,0.2,0.3333,43465.0,10.6797,0.4305,908770.0,2,9,1.5556,3,1,0.2222,qris,0,0,0
AUG_0325,226,9,escalating,1,10,0,0.3333,0.1875,0.3333,17012.0,9.7417,0.1865,821028.0,3,9,2.3333,3,2,0.3333,ewallet,0,0,1
AUG_0325,236,9,escalating,1,20,0,0.3,0.1765,0.3,29307.0,10.2856,0.3497,838040.0,3,10,2.1,3,2,0.3,transfer,0,0,1
AUG_0325,241,10,escalating,1,1,1,0.2727,0.1667,0.2727,95122.0,11.4629,1.2064,867347.0,3,11,1.9091,3,2,0.2727,ewallet,0,0,0
AUG_0325,246,10,escalating,1,6,0,0.3333,0.2105,0.3333,19362.0,9.8711,0.2414,962469.0,3,12,1.75,3,2,0.25,ewallet,0,0,1
AUG_0325,251,10,escalating,1,11,0,0.3333,0.2,0.3333,87187.0,11.3758,1.3586,770097.0,3,12,1.75,4,3,0.25,qris,0,0,0
AUG_0325,256,10,escalating,1,16,0,0.3077,0.1905,0.3077,44126.0,10.6948,0.6691,857284.0,4,13,2.1538,4,3,0.3077,transfer,0,0,1
AUG_0325,261,10,escalating,1,21,0,0.2857,0.1818,0.2857,17731.0,9.7831,0.2754,901410.0,4,14,2.0,4,3,0.2857,ewallet,0,0,1
AUG_0325,266,11,escalating,1,2,1,0.2667,0.1739,0.2667,26739.0,10.1939,0.4364,919141.0,4,15,1.8667,4,3,0.2667,transfer,0,0,1
AUG_0325,276,11,escalating,1,12,0,0.3125,0.2083,0.3125,74474.0,11.2182,1.2598,945880.0,3,16,1.3125,4,1,0.25,ewallet,0,0,0
AUG_0325,286,11,escalating,1,22,1,0.2941,0.2,0.2941,14534.0,9.5843,0.2421,1020354.0,2,17,0.8235,4,2,0.2353,ewallet,0,0,1
AUG_0325,296,12,escalating,1,8,0,0.2941,0.2308,0.183,10623.0,9.2709,0.1843,979901.0,2,17,0.8235,4,2,0.1765,transfer,0,0,1
AUG_0325,306,12,escalating,1,18,0,0.2941,0.2222,0.1941,18153.0,9.8066,0.4248,726516.0,2,17,0.8235,4,1,0.1765,qris,0,0,1
AUG_0325,316,13,escalating,1,4,1,0.2353,0.2143,0.0535,15000.0,9.6159,0.3774,675696.0,2,17,0.8235,4,2,0.2353,transfer,0,0,1
AUG_0325,326,13,escalating,1,14,0,0.2941,0.2414,0.1275,9842.0,9.1945,0.2618,639198.0,2,17,0.8235,4,2,0.2353,ewallet,0,0,1
AUG_0325,336,14,escalating,1,0,1,0.2778,0.2333,0.1111,16518.0,9.7123,0.4581,649040.0,2,18,0.7778,4,1,0.2222,transfer,0,0,1
AUG_0325,346,14,escalating,1,10,0,0.3333,0.2759,0.1515,9366.0,9.1449,0.2869,587578.0,2,18,0.7778,4,2,0.1667,ewallet,0,0,1
AUG_0325,356,14,escalating,1,20,0,0.3158,0.2857,0.0936,14349.0,9.5715,0.4567,596944.0,2,19,0.7368,4,2,0.1579,transfer,0,0,1
AUG_0325,366,15,escalating,1,6,0,0.3,0.2759,0.0778,11742.0,9.371,0.3842,611293.0,2,20,0.7,4,2,0.15,ewallet,0,0,1
AUG_0325,376,15,escalating,1,16,0,0.3,0.2759,0.0778,10977.0,9.3036,0.3645,602380.0,2,20,0.7,4,2,0.15,ewallet,0,0,1
AUG_0325,386,16,escalating,1,2,1,0.25,0.2759,-0.0833,21088.0,9.9565,0.7202,585629.0,2,20,0.7,4,2,0.15,qris,0,0,1
AUG_0325,396,16,escalating,1,12,0,0.3158,0.3103,0.0158,9521.0,9.1614,0.3312,546240.0,2,19,0.7368,4,2,0.1579,ewallet,0,0,1
AUG_0325,406,16,escalating,1,22,1,0.3158,0.3,0.0431,13227.0,9.4901,0.4774,526454.0,2,19,0.7368,4,2,0.1579,transfer,0,0,1
AUG_0325,416,17,escalating,1,8,0,0.3333,0.3226,0.0256,9801.0,9.1903,0.4149,425197.0,2,18,0.7778,4,2,0.1667,ewallet,0,0,1
AUG_0325,426,17,escalating,1,18,0,0.3529,0.3226,0.0672,10832.0,9.2904,0.6064,303685.0,2,17,0.8235,4,2,0.1176,ewallet,0,0,1
AUG_0325,436,18,escalating,1,4,1,0.3125,0.3125,0.0,16518.0,9.7123,0.9787,270047.0,2,16,0.875,4,2,0.125,qris,0,0,1
AUG_0325,446,18,escalating,1,14,0,0.375,0.3333,0.0809,11639.0,9.3622,0.878,212091.0,2,16,0.875,3,2,0.1875,ewallet,0,0,1
AUG_0325,456,19,escalating,1,0,1,0.3125,0.3235,-0.0208,11146.0,9.3189,0.8525,209196.0,2,16,0.875,3,2,0.1875,ewallet,0,0,1
AUG_0325,466,19,escalating,1,10,0,0.375,0.3235,0.0972,21025.0,9.9535,1.6041,209719.0,2,16,0.875,3,2,0.1875,transfer,0,0,1
AUG_0325,476,19,escalating,1,20,0,0.375,0.3235,0.0972,10507.0,9.2599,0.7908,212591.0,2,16,0.875,3,2,0.125,ewallet,0,0,1
AUG_0325,486,20,escalating,1,6,0,0.3125,0.2941,0.0347,17459.0,9.7677,1.3424,208098.0,2,16,0.875,3,2,0.125,qris,0,0,1
